validation_loss,loss,reconstruction_loss,kl_loss,epoch,step
0.06949819624423981,-1.0,-1.0,-1.0,447,1791
0.0677240788936615,-1.0,-1.0,-1.0,448,1795
-1.0,0.07086901366710663,0.027524573728442192,0.04334443807601929,449,1799
0.06479436159133911,-1.0,-1.0,-1.0,449,1799
0.07351625710725784,-1.0,-1.0,-1.0,450,1803
0.07921339571475983,-1.0,-1.0,-1.0,451,1807
0.07119404524564743,-1.0,-1.0,-1.0,452,1811
0.07059842348098755,-1.0,-1.0,-1.0,453,1815
0.06651385873556137,-1.0,-1.0,-1.0,454,1819
0.06933097541332245,-1.0,-1.0,-1.0,455,1823
0.06374741345643997,-1.0,-1.0,-1.0,456,1827
0.059746332466602325,-1.0,-1.0,-1.0,457,1831
0.07452243566513062,-1.0,-1.0,-1.0,458,1835
0.07832431048154831,-1.0,-1.0,-1.0,459,1839
0.06830906867980957,-1.0,-1.0,-1.0,460,1843
0.08083126693964005,-1.0,-1.0,-1.0,461,1847
-1.0,0.08053469657897949,0.02733132243156433,0.05320337414741516,462,1849
0.0908556878566742,-1.0,-1.0,-1.0,462,1851
0.07193254679441452,-1.0,-1.0,-1.0,463,1855
0.06568267196416855,-1.0,-1.0,-1.0,464,1859
0.07797134667634964,-1.0,-1.0,-1.0,465,1863
0.07761530578136444,-1.0,-1.0,-1.0,466,1867
0.06585300713777542,-1.0,-1.0,-1.0,467,1871
0.07050223648548126,-1.0,-1.0,-1.0,468,1875
0.06758899986743927,-1.0,-1.0,-1.0,469,1879
0.05870257318019867,-1.0,-1.0,-1.0,470,1883
0.06515466421842575,-1.0,-1.0,-1.0,471,1887
0.0671469122171402,-1.0,-1.0,-1.0,472,1891
0.06300696730613708,-1.0,-1.0,-1.0,473,1895
-1.0,0.050734974443912506,0.02616194449365139,0.024573028087615967,474,1899
0.05806795135140419,-1.0,-1.0,-1.0,474,1899
0.05882604420185089,-1.0,-1.0,-1.0,475,1903
0.06709416210651398,-1.0,-1.0,-1.0,476,1907
0.06752267479896545,-1.0,-1.0,-1.0,477,1911
0.06586544960737228,-1.0,-1.0,-1.0,478,1915
0.060118623077869415,-1.0,-1.0,-1.0,479,1919
0.06867070496082306,-1.0,-1.0,-1.0,480,1923
0.07053456455469131,-1.0,-1.0,-1.0,481,1927
0.064236119389534,-1.0,-1.0,-1.0,482,1931
0.06255808472633362,-1.0,-1.0,-1.0,483,1935
0.062397897243499756,-1.0,-1.0,-1.0,484,1939
0.06526261568069458,-1.0,-1.0,-1.0,485,1943
0.06882471591234207,-1.0,-1.0,-1.0,486,1947
-1.0,0.07065407931804657,0.025345250964164734,0.045308828353881836,487,1949
0.06254065036773682,-1.0,-1.0,-1.0,487,1951
0.0655859187245369,-1.0,-1.0,-1.0,488,1955
0.06894630193710327,-1.0,-1.0,-1.0,489,1959
0.06426603347063065,-1.0,-1.0,-1.0,490,1963
0.06776469945907593,-1.0,-1.0,-1.0,491,1967
0.06196198984980583,-1.0,-1.0,-1.0,492,1971
0.07179559767246246,-1.0,-1.0,-1.0,493,1975
0.07231229543685913,-1.0,-1.0,-1.0,494,1979
0.06395792216062546,-1.0,-1.0,-1.0,495,1983
0.06517016142606735,-1.0,-1.0,-1.0,496,1987
0.06446075439453125,-1.0,-1.0,-1.0,497,1991
0.06921856105327606,-1.0,-1.0,-1.0,498,1995
-1.0,0.06702885776758194,0.02530435286462307,0.04172450304031372,499,1999
0.0941912829875946,-1.0,-1.0,-1.0,499,1999
