train_loss,reconstruction_loss,kl_loss,epoch,step,validation_loss
0.8711419105529785,0.4414311945438385,0.42971071600914,99,399,
,,,99,399,1.0416488647460938
1.1881294250488281,0.4401468336582184,0.7479826211929321,100,403,
,,,100,403,0.9902775287628174
0.9328855276107788,0.43676313757896423,0.4961223900318146,101,407,
,,,101,407,0.9648224115371704
1.3801894187927246,0.43158483505249023,0.9486045241355896,102,411,
,,,102,411,0.8661322593688965
0.8423388600349426,0.4287727475166321,0.41356611251831055,103,415,
,,,103,415,0.9371770620346069
1.2839078903198242,0.4260581135749817,0.8578497767448425,104,419,
,,,104,419,0.9131627082824707
0.7810726165771484,0.41736140847206116,0.3637111783027649,105,423,
,,,105,423,0.8386840224266052
1.265068769454956,0.41348662972450256,0.8515821695327759,106,427,
,,,106,427,0.9087283611297607
0.928048849105835,0.41293588280677795,0.5151129364967346,107,431,
,,,107,431,0.91892409324646
0.7785114049911499,0.4069414734840393,0.371569961309433,108,435,
,,,108,435,0.897344708442688
1.1014872789382935,0.4045197665691376,0.6969675421714783,109,439,
,,,109,439,0.8858535289764404
0.7498339414596558,0.39822202920913696,0.3516119420528412,110,443,
,,,110,443,0.7435601949691772
0.7780809998512268,0.39474502205848694,0.38333597779273987,111,447,
,,,111,447,0.8317855596542358
0.8764625787734985,0.3910360038280487,0.48542657494544983,112,451,
,,,112,451,0.9555895924568176
0.7713370323181152,0.3902992308139801,0.3810378313064575,113,455,
,,,113,455,0.7469714879989624
0.7084341645240784,0.3841489553451538,0.32428520917892456,114,459,
,,,114,459,0.7538683414459229
0.7723961472511292,0.3817935585975647,0.39060258865356445,115,463,
,,,115,463,0.9492958784103394
0.6935515999794006,0.3797793388366699,0.3137722611427307,116,467,
,,,116,467,0.7464410066604614
1.0595253705978394,0.3752382695674896,0.6842870712280273,117,471,
,,,117,471,0.8009389638900757
0.8457173705101013,0.3671879470348358,0.4785294234752655,118,475,
,,,118,475,0.7813601493835449
0.7147705554962158,0.36652427911758423,0.3482462465763092,119,479,
,,,119,479,0.7381919622421265
0.7045468091964722,0.36301717162132263,0.34152960777282715,120,483,
,,,120,483,0.8668848276138306
0.6250669956207275,0.3586406409740448,0.2664263844490051,121,487,
,,,121,487,0.7563942670822144
0.7465785145759583,0.35844579339027405,0.3881327211856842,122,491,
,,,122,491,0.6857767105102539
1.371566891670227,0.3517901599407196,1.019776701927185,123,495,
,,,123,495,0.6776008009910583
0.6467902660369873,0.3508855104446411,0.2959047257900238,124,499,
,,,124,499,0.6975111961364746
1.051571249961853,0.3464681804180145,0.7051030397415161,125,503,
,,,125,503,0.7162767648696899
0.8835525512695312,0.3419479429721832,0.5416046380996704,126,507,
,,,126,507,0.7104331254959106
0.69498211145401,0.3375757336616516,0.3574063777923584,127,511,
,,,127,511,0.6790749430656433
0.8387695550918579,0.33515775203704834,0.5036118030548096,128,515,
,,,128,515,0.8538404703140259
0.6874644756317139,0.3317113518714905,0.355753093957901,129,519,
,,,129,519,0.7580994367599487
0.647264838218689,0.33119821548461914,0.3160666525363922,130,523,
,,,130,523,0.6588448882102966
0.8385781049728394,0.328609436750412,0.509968638420105,131,527,
,,,131,527,0.632983922958374
0.5989735722541809,0.32521921396255493,0.273754358291626,132,531,
,,,132,531,0.8029820919036865
0.5966081619262695,0.32183513045310974,0.2747730612754822,133,535,
,,,133,535,0.6228827238082886
0.6410255432128906,0.3161521852016449,0.3248733580112457,134,539,
,,,134,539,0.6081781387329102
0.5360004901885986,0.31333625316619873,0.22266420722007751,135,543,
,,,135,543,0.6858385801315308
0.5838055610656738,0.3107023239135742,0.273103266954422,136,547,
,,,136,547,0.5903077721595764
0.6903733015060425,0.3091377913951874,0.3812355101108551,137,551,
,,,137,551,0.5760238170623779
0.907173216342926,0.3037192225456238,0.6034539937973022,138,555,
,,,138,555,0.5965156555175781
0.7078730463981628,0.3019302785396576,0.40594276785850525,139,559,
,,,139,559,0.501721978187561
0.5554078221321106,0.2977384626865387,0.2576693594455719,140,563,
,,,140,563,0.554265022277832
0.5368123054504395,0.2984038293361664,0.23840847611427307,141,567,
,,,141,567,0.6132010221481323
0.560134768486023,0.29186081886291504,0.2682739198207855,142,571,
,,,142,571,0.6943035125732422
0.5201260447502136,0.28930920362472534,0.23081684112548828,143,575,
,,,143,575,0.6919469833374023
0.5551306009292603,0.28707456588745117,0.2680560350418091,144,579,
,,,144,579,0.6042044162750244
0.5207339525222778,0.28413668274879456,0.2365972399711609,145,583,
,,,145,583,0.6950585842132568
0.5327577590942383,0.2819907069206238,0.2507670223712921,146,587,
,,,146,587,0.5538744330406189
0.5397030711174011,0.2788757085800171,0.26082736253738403,147,591,
,,,147,591,0.5729817152023315
0.5007746815681458,0.27355480194091797,0.22721987962722778,148,595,
,,,148,595,0.6094576716423035
0.714188814163208,0.27359017729759216,0.44059866666793823,149,599,
,,,149,599,0.5449883937835693
0.5738198757171631,0.2704341411590576,0.3033857047557831,150,603,
,,,150,603,0.4988611340522766
0.596677303314209,0.2667834460735321,0.32989388704299927,151,607,
,,,151,607,0.6687650680541992
0.6197856664657593,0.26520100235939026,0.354584664106369,152,611,
,,,152,611,0.4983968138694763
0.578686535358429,0.2620868384838104,0.31659969687461853,153,615,
,,,153,615,0.5283709764480591
0.4783450961112976,0.2604876160621643,0.2178574800491333,154,619,
,,,154,619,0.5285409688949585
0.7672561407089233,0.2565985918045044,0.510657548904419,155,623,
,,,155,623,0.4552686810493469
0.5243824124336243,0.2541421055793762,0.27024030685424805,156,627,
,,,156,627,0.4780871868133545
0.4637163579463959,0.25017693638801575,0.21353942155838013,157,631,
,,,157,631,0.436492383480072
0.4629789888858795,0.25090286135673523,0.2120761275291443,158,635,
,,,158,635,0.4690864682197571
0.45921236276626587,0.2473745197057724,0.21183782815933228,159,639,
,,,159,639,0.5388926267623901
0.42424947023391724,0.24598529934883118,0.17826417088508606,160,643,
,,,160,643,0.4550071954727173
0.47546476125717163,0.24109116196632385,0.23437359929084778,161,647,
,,,161,647,0.4220832586288452
0.5338266491889954,0.2393408864736557,0.29448574781417847,162,651,
,,,162,651,0.5036329030990601
0.5437716841697693,0.23884068429470062,0.30493098497390747,163,655,
,,,163,655,0.5059090256690979
0.5467565059661865,0.2350877821445465,0.3116686940193176,164,659,
,,,164,659,0.47822943329811096
0.47157013416290283,0.2322409600019455,0.23932918906211853,165,663,
,,,165,663,0.4519917964935303
0.49175718426704407,0.23080849647521973,0.26094868779182434,166,667,
,,,166,667,0.38887083530426025
0.3798246383666992,0.23079006373882294,0.1490345597267151,167,671,
,,,167,671,0.34711748361587524
0.4436631202697754,0.22461406886577606,0.21904906630516052,168,675,
,,,168,675,0.4663870632648468
0.4286503791809082,0.224061518907547,0.2045888602733612,169,679,
,,,169,679,0.4423384666442871
0.9374653697013855,0.22023864090442657,0.7172267436981201,170,683,
,,,170,683,0.4704301059246063
0.4662424921989441,0.21964195370674133,0.24660053849220276,171,687,
,,,171,687,0.3933136463165283
0.5361987352371216,0.21691682934761047,0.3192819058895111,172,691,
,,,172,691,0.4382402002811432
0.4777963161468506,0.21428929269313812,0.26350700855255127,173,695,
,,,173,695,0.4483885169029236
0.5630308985710144,0.21312259137630463,0.34990832209587097,174,699,
,,,174,699,0.40417033433914185
0.43290841579437256,0.20933499932289124,0.22357341647148132,175,703,
,,,175,703,0.4659245014190674
0.41320621967315674,0.2070087045431137,0.20619753003120422,176,707,
,,,176,707,0.38534945249557495
0.41781777143478394,0.2066735327243805,0.21114423871040344,177,711,
,,,177,711,0.5018030405044556
0.4308054447174072,0.20399855077266693,0.2268068790435791,178,715,
,,,178,715,0.4431639313697815
0.44951730966567993,0.2021832913160324,0.24733403325080872,179,719,
,,,179,719,0.4370386004447937
0.39010149240493774,0.2012168914079666,0.18888461589813232,180,723,
,,,180,723,0.3691028356552124
0.34403347969055176,0.19451506435871124,0.14951840043067932,181,727,
,,,181,727,0.419472873210907
0.4148879647254944,0.19540615379810333,0.21948179602622986,182,731,
,,,182,731,0.3497147560119629
0.36936527490615845,0.19254378974437714,0.1768215000629425,183,735,
,,,183,735,0.3732638657093048
0.3873996138572693,0.1916976422071457,0.1957019865512848,184,739,
,,,184,739,0.37364161014556885
0.35065484046936035,0.18854562938213348,0.16210919618606567,185,743,
,,,185,743,0.38021978735923767
0.3564668893814087,0.1869083195924759,0.169558584690094,186,747,
,,,186,747,0.3217897117137909
0.3169800937175751,0.1856587827205658,0.13132131099700928,187,751,
,,,187,751,0.32817399501800537
0.34660208225250244,0.1819593757390976,0.16464272141456604,188,755,
,,,188,755,0.2783776521682739
0.33706438541412354,0.18183426558971405,0.1552301049232483,189,759,
,,,189,759,0.3059907555580139
0.5809575915336609,0.1815483123064041,0.3994092643260956,190,763,
,,,190,763,0.279975950717926
0.3353356719017029,0.1797107756137848,0.1556248962879181,191,767,
,,,191,767,0.34266507625579834
0.3444516360759735,0.17440298199653625,0.17004865407943726,192,771,
,,,192,771,0.3259510397911072
0.43703508377075195,0.17560531198978424,0.2614297568798065,193,775,
,,,193,775,0.30964726209640503
0.36352255940437317,0.17234134674072266,0.1911812126636505,194,779,
,,,194,779,0.32126688957214355
0.31638652086257935,0.16919051110744476,0.14719602465629578,195,783,
,,,195,783,0.3184748888015747
0.32996267080307007,0.16892530024051666,0.1610373556613922,196,787,
,,,196,787,0.3151054382324219
0.3689536452293396,0.1660972535610199,0.2028563916683197,197,791,
,,,197,791,0.3292481303215027
0.33043283224105835,0.16625995934009552,0.16417285799980164,198,795,
,,,198,795,0.2505486011505127
0.34832996129989624,0.16344435513019562,0.18488562107086182,199,799,
,,,199,799,0.28464317321777344
